Position,City,Population,Area,Density
108,Encanto,5608,125.74,44.5999681883251
109,Coronel Ezequiel,5508,185.74,29.6543555507699
110,Várzea,5485,72.68,75.4678040726472
111,Sítio Novo,5481,213.45,25.6781447645819
112,Santa Maria,5480,219.57,24.9578722047639
113,Bento Fernandes,5469,301.06,18.1658141234305
114,Janduís,5289,304.90,17.3466710396851
115,Parazinho,5201,231.00,22.5151515151515
116,Japi,5117,188.99,27.075506640563
117,Rafael Fernandes,5067,78.23,64.7705483829733
118,Coronel João Pessoa,4908,117.13,41.90215999317
119,Ouro Branco,4812,253.21,19.0039887840133
120,Serrinha dos Pintos,4784,122.37,39.0945493176432
121,Almino Afonso,4761,128.03,37.1865968913536
122,Lajes Pintadas,4755,130.21,36.5179325704631
123,São José do Seridó,4602,174.50,26.3724928366762
124,Messias Targino,4568,135.09,33.8144940410097
125,Rodolfo Fernandes,4472,154.84,28.8814259881168
126,São Bento do Trairi,4401,190.81,23.0648288873749
127,Senador Georgino Avelino,4395,26.10,168.390804597701
128,Olho-d'Água do Borges,4272,141170.00,0.030261386980237
129,Paraná,4232,81.39,51.996559773928
130,Riacho do Santana,4209,128.10,32.8571428571429
131,São Francisco do Oeste,4200,75.58,55.5702566816618
132,Venha-Ver,4149,71.62,57.9307456017872
133,Frutuoso Gomes,4095,63.27,64.7226173541963
134,Tibau,4071,169.36,24.0375531412376
135,Barcelona,4002,152.62,26.2219892543572
136,Major Sales,3978,31.97,124.42915233031
137,Lucrécia,3966,30.93,128.225024248303
138,Jundiá,3873,44.64,86.760752688172
139,Pilões,3806,82.69,46.0273309952836
140,Paraú,3787,383.21,9.88230996059602
141,Caiçara do Rio do Vento,3652,261.19,13.9821585818753
142,Ruy Barbosa,3608,125.80,28.6804451510334
143,São Fernando,3573,404.42,8.83487463528016
144,Riacho da Cruz,3543,127.22,27.8493947492533
145,Pedra Grande,3275,221.16,14.8082835955869
146,Triunfo Potiguar,3259,268.72,12.1278654361417
147,Água Nova,3230,50.68,63.733228097869
148,Rafael Godeiro,3194,100.07,31.9176576396522
149,Vila Flor,3146,47.65,66.0230849947534
150,Passagem,3075,41.21,74.6178112108712
151,Fernando Pedroza,3039,322.62,9.41975079040357
152,Francisco Dantas,2836,181.55,15.6210410355274
153,Severiano Melo,2799,157.85,17.7320240734875
154,São Bento do Norte,2778,288.76,9.62044604515861
155,Lagoa de Velhos,2731,111.60,24.4713261648746
156,Galinhos,2726,340.76,7.99976523066088
157,Santana do Seridó,2670,188.40,14.171974522293
158,João Dias,2655,88.17,30.1122830894862
159,Jardim de Angicos,2617,254.02,10.3023383985513
160,Taboleiro Grande,2545,124.09,20.5093077604964
161,Pedra Preta,2478,294.98,8.40056953013764
162,Timbaúba dos Batistas,2407,135.45,17.7703949796973
163,Bodó,2250,253.51,8.87538953098497
164,Ipueira,2228,127.34,17.4964661536045
165,Monte das Gameleiras,2127,71.94,29.5663052543787
166,Viçosa,1712,37.90,45.1715039577836
