Position,City,Population,Area,Density
192,Ribamar Fiquene,7791,733.83,10.6169003720208
193,Santa Filomena do Maranhão,7773,623.21,12.4724412481106
194,São José dos Basílios,7641,353.23,21.6316754993885
195,Lajeado Novo,7550,1064.46,7.09283154290224
196,Belágua,7469,569.43,13.1166714668053
197,São Domingos do Azeitão,7392,960.93,7.69254784427586
198,Presidente Médici,7015,437.68,16.0276914640833
199,Amapá do Maranhão,6962,502.40,13.8574289115091
200,Luís Domingues,6951,472.30,14.7174653183597
201,São Roberto,6719,227.46,29.5388700579875
202,Afonso Cunha,6524,371.34,17.5688994931841
203,Graça Aranha,6262,271.45,23.0691300263405
204,Junco do Maranhão,6043,564.54,10.7042333356361
205,Porto Rico do Maranhão,5975,248.63,24.0317903382148
206,Tufilândia,5840,271.01,21.549258875232
207,Sambaíba,5671,2478.70,2.28789100101585
208,Sucupira do Riachão,5660,863.91,6.55162355250791
209,Bacurituba,5644,412.64,13.6778152331699
210,Benedito Leite,5632,1781.73,3.16096566603096
211,Nova Colinas,5384,743.09,7.24545039813642
212,São Raimundo do Doca Bezerra,5237,419.35,12.488315305519
213,Nova Iorque,4683,976.87,4.79387268751689
214,São Pedro dos Crentes,4668,979.63,4.7650594968922
215,São Félix de Balsas,4585,2032.36,2.25599351297307
216,Bernardo do Mearim,3432,247.22,13.882315822685
