Position,City,Population,Area,Density
0,Cuiabá,612547,3266538,187.521773816805
1,Várzea Grande,284971,942568,302.334685667241
2,Rondonópolis,232391,4686622,49.5860344614949
3,Sinop,142996,3941958,36.2753738116946
4,Tangará da Serra,103750,11601104,8.94311437945906
5,Cáceres,94376,24593123,3.83749554702752
6,Sorriso,90313,9347556,9.66166985252616
7,Lucas do Rio Verde,65534,3675221,17.8313086478337
8,Primavera do Leste,62019,5482065,11.3130727198601
9,Barra do Garças,61012,9079291,6.71990797519322
10,Alta Floresta,51782,8953191,5.78363624767974
11,Pontes e Lacerda,45436,8567455,5.30332519984056
12,Nova Mutum,45378,9532064,4.76056392403576
13,Campo Verde,44641,5394764,8.27487541623693
14,Juína,40997,26189915,1.5653735416858
15,Colniza,38582,27946126,1.38058491541905
16,Guarantã do Norte,35816,4734589,7.56475377271396
17,Juara,34974,22622.35,1.5459932323565
18,Barra do Bugres,34619,5981569,5.78761191252663
19,Peixoto de Azevedo,34976,14400558,2.42879477309143
20,Campo Novo do Parecis,35360,9434572,3.74791776457904
21,Colíder,33224,3103958,10.7037530791332
22,Poconé,32768,17025406,1.92465307435253
23,Confresa,30347,5801945,5.2304873624276
24,Jaciara,27628,2396589,11.5280509090211
25,Mirassol d'Oeste,27536,1080144,25.4928972433305
26,Vila Rica,25570,7431481,3.44076772853217
27,Água Boa,25229,7510635,3.35910345796327
28,Sapezal,25054,13624368,1.83891098654998
29,Paranatinga,22246,24162444,0.920685010175295
30,Aripuanã,21987,25107968,0.87569810507963
31,Diamantino,21904,8191677,2.6739335547532
32,Canarana,21311,10882379,1.95830341876533
33,Nova Xavantina,21231,5530393,3.83896768276685
34,Comodoro,20513,21518254,0.953283663256322
35,São José do Rio Claro,20312,4533.01,4.48090782945548
36,Nova Olímpia,20034,1367743,14.647488599832
37,Chapada dos Guimarães,19588,6450543,3.03664358178839
38,Cotriguaçu,19254,9421076,2.04371560106298
39,Brasnorte,19248,15959135,1.20608040473372
40,São José dos Quatro Marcos,18967,1287884,14.7272580449792
41,Alto Araguaia,18703,5399326,3.463950870905
42,Pedra Preta,17456,4049.47,4.31068757145997
43,Rosário Oeste,17237,7169.88,2.40408486613444
44,Querência,17014,17786195,0.956584587091281
45,Araputanga,16690,1610.07,10.3660089312887
46,Santo Antônio do Leverger,16433,9442462,1.74033001138898
47,Poxoréu,16421,6874158,2.38880165396257
48,Matupá,16334,5219025,3.12970334497344
