Position,City,Population,Area,Density
100,Chorozinho,20264,278413,72.7839576456559
101,Hidrolândia,19978,966853,20.6629135969998
102,Icapuí,19934,423539,47.0653233822623
103,Umirim,19825,316724,62.5939303620818
104,Jijoca de Jericoacoara,19816,208099,95.2239078515514
105,Madalena,19691,1034722,19.0302322749492
106,Farias Brito,19450,503622,38.620235017533
107,Tejuçuoca,19187,759715,25.2555234528738
108,Cariús,18699,1061803,17.6106113845977
109,Reriutaba,18491,383319,48.2391950307707
110,Cariré,18448,756875,24.3739058629232
111,Varjota,18420,179397,102.677302296025
112,Solonópole,18324,1536165,11.9284061282479
113,Banabuiú,18197,1080329,16.8439429099839
114,Jaguaretama,18162,1759401,10.3228314636629
115,Croatá,18063,696984,25.9159464205778
116,Capistrano,17738,222549,79.7037955686163
117,Santana do Cariri,17700,855563,20.6881316746984
118,Carnaubal,17606,364839,48.256902359671
119,Aiuaba,17399,2434423,7.14707345436681
120,Monsenhor Tabosa,17234,886137,19.4484600011059
121,Alto Santo,17146,1338205,12.812685649807
122,Piquet Carneiro,16959,587877,28.8478712383713
123,Salitre,16554,804356,20.580439506885
124,Fortim,16480,277973,59.2863335647707
125,Pereiro,16307,433514,37.6158555433042
126,Tururu,16271,202276,80.4395973817952
127,Quixelô,16178,559561,28.9119506184312
128,Saboeiro,15819,1383484,11.4341763258556
129,Nova Olinda,15565,284401,54.7290621340994
130,Meruoca,15057,149845,100.483833294404
131,Barroquinha,15017,384.9,39.015328656794
132,Porteiras,14996,217.58,68.9217758985201
133,Acarape,14929,155169,96.2112277581218
134,Apuiarés,14600,545.15,26.7816197376869
135,Mucambo,14537,190602,76.2688744084532
136,Graça,14399,281872,51.0834705114378
137,Iracema,14297,821247,17.4088916002128
138,Frecheirinha,14072,181.24,77.6429044361068
139,Uruoca,13840,696754,19.8635386377401
140,Miraíma,13818,699964,19.741015252213
141,Choró,13521,815.77,16.5745246822021
142,Ibaretama,13353,877256,15.2213264999042
143,Palmácia,13322,117813,113.077504180354
144,Milhã,13155,502344,26.1872342458554
145,Chaval,13069,237418,55.0463739059381
146,São Luís do Curu,13000,122.42,106.191798725698
147,Ibicuitinga,12525,424915,29.4764835320005
148,Ipaumirim,12463,275159,45.2938119414593
149,Poranga,12336,702126,17.5694960733544
150,Pacoti,12261,112021,109.452691905982
151,Paramoti,12226,482592,25.3340295736357
152,Aratuba,11847,114785,103.210349784379
153,Abaiara,11737,180.08,65.1765881830298
154,Alcântaras,11714,138605,84.513545687385
155,Ipaporanga,11593,702126,16.5112814509077
156,Jaguaribara,11401,668738,17.048530216617
157,Martinópole,11233,298962,37.5733370796288
158,Groaíras,11068,155947,70.9728305129307
159,Potengi,11045,338727,32.6073799844713
160,Pires Ferreira,10951,243099,45.0474909399051
161,Ararendá,10935,344131,31.7756900715135
162,Mulungu,10823,134568,80.4277391356043
163,Catunda,10342,790705,13.0794670578787
164,Deputado Irapuan Pinheiro,9625,470425,20.4602221395547
165,Palhano,9386,440381,21.3133627472575
166,Penaforte,9077,149715,60.6285275356511
167,Tarrafas,8592,454391,18.9088252188094
168,Moraújo,8724,415633,20.9896711762541
169,Jati,8111,353298,22.9579561729758
170,Arneiroz,7840,1066362,7.35209994354638
171,Itaiçaba,7827,212109,36.9008387197149
172,Umari,7733,263.93,29.299435456371
