Position,City,Population,Area,Density
604,São João das Duas Pontes,2568,129.462,19.8359364137739
605,Cássia dos Coqueiros,2523,191.683,13.1623565991768
606,Santa Rita d'Oeste,2498,209.8,11.906577693041
607,Óleo,2496,198.938,12.5466225658245
608,Pedranópolis,2494,260.101,9.588582896644
609,Arapeí,2469,156.903,15.7358367908835
610,Embaúba,2452,83.129,29.4963249888727
611,Sagres,2432,147.935,16.4396525501065
612,Torre de Pedra,2412,71.348,33.8061333183831
613,Lucianópolis,2394,189.536,12.630845855141
614,Nova Guataporanga,2316,34.158,67.8025645529598
615,Lourdes,2289,113.94,20.0895208004213
616,Monções,2259,104.352,21.6478840846366
617,Ribeirão dos Índios,2225,196.446,11.3262677784226
618,Parisi,2161,84.737,25.5024369519808
619,Santa Cruz da Esperança,2139,148.062,14.446650727398
620,Dolcinópolis,2115,77.939,27.1366068335493
621,Santa Clara d'Oeste,2115,183.458,11.5285242398805
622,Marinópolis,2112,77.827,27.137111799247
623,São João do Pau d'Alho,2105,117.665,17.889771809799
624,Cruzália,2073,149.33,13.8820062947834
625,Turiúba,2016,153.235,13.1562632557836
626,Guarani d'Oeste,2000,85.7,23.3372228704784
627,São João de Iracema,1922,178.396,10.7737841655643
628,Mesópolis,1908,148.636,12.8367286525472
629,Nova Canaã Paulista,1881,124.473,15.1117109734641
630,União Paulista,1844,79.056,23.3252378061121
631,Vitória Brasil,1840,49.832,36.9240648579226
632,Paulistânia,1833,256.178,7.15518116309753
633,Aspásia,1822,69.373,26.2638202182405
634,Dirce Reis,1793,88.13,20.3449449676614
635,Arco-Íris,1791,264.904,6.76093981215837
636,Turmalina,1727,147.797,11.6849462438344
637,Trabiju,1724,63.421,27.1834250484855
638,Fernão,1716,100.504,17.0739473055799
639,Santa Salete,1545,79.192,19.5095464188302
640,Santana da Ponte Pensa,1487,129.888,11.4483247105198
641,Flora Rica,1464,224.711,6.51503486700696
642,Nova Castilho,1267,183.396,6.90854762372135
643,Uru,1165,146.901,7.93051102443142
644,Borá,837,118.951,7.03651083219141
